millis,year,month,day,hour,minute,second,voltage,satellites,hdop,gps_altitude_m,course,speed_mps,latitude,longitude,temperature_C,pressure_Pa,pressure_altitude_m,humidity_RH,
13558225,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.82,97114.58,356.60,10.28,
13559228,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.82,97115.55,356.51,9.96,
13560235,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.83,97116.17,356.46,9.94,
13561236,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.79,97118.40,356.27,9.81,
13562242,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.81,97115.33,356.53,10.05,
13563245,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.81,97117.50,356.34,10.60,
13564247,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.83,97117.55,356.34,10.25,
13565249,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.85,97114.88,356.57,10.34,
13566251,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.84,97116.03,356.47,10.31,
13567254,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.78,97111.32,356.88,9.72,
13568260,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97114.50,356.60,9.41,
13569261,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.69,97113.96,356.65,9.47,
13570262,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.73,97115.67,356.50,9.63,
13571263,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.74,97114.13,356.64,9.56,
13572269,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.78,97112.30,356.79,10.36,
13573271,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.80,97113.32,356.71,10.30,
13574274,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.79,97117.21,356.37,10.51,
13575277,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.77,97111.67,356.85,9.87,
13576278,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.78,97112.87,356.74,10.14,
13577280,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.70,97112.82,356.75,9.95,
13578286,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.74,97114.70,356.59,10.05,
13579288,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.79,97111.72,356.84,10.91,
13580290,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.80,97111.79,356.84,11.08,
13581293,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.81,97114.36,356.61,10.92,
13582295,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.83,97109.89,357.00,10.67,
13583298,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.85,97113.11,356.72,10.81,
13584300,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.86,97113.72,356.67,10.76,
13585303,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.87,97115.71,356.50,10.38,
13586305,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.81,97113.39,356.70,10.00,
13587307,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.83,97116.17,356.46,9.88,
13588313,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.85,97114.08,356.64,11.71,
13589315,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.86,97118.24,356.28,10.55,
13590317,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.88,97120.08,356.12,10.40,
13591319,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.86,97110.00,356.99,9.67,
13592320,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.84,97110.53,356.94,9.92,
13593322,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.82,97113.61,356.68,10.27,
13594323,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.82,97109.49,357.04,9.93,
13595325,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.84,97113.28,356.71,9.74,
13596416,2021,9,25,20,41,37,4.43,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.87,97114.52,356.60,10.01,
13597418,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.85,97114.48,356.61,9.64,
13598424,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.80,97113.17,356.72,9.69,
13599426,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.77,97111.10,356.90,9.35,
13600432,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.76,97111.82,356.84,9.38,
13601433,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.77,97111.10,356.90,9.43,
13602439,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.77,97112.47,356.78,9.55,
13603440,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.76,97114.17,356.63,9.65,
13604441,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.76,97114.17,356.63,9.31,
13605442,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.72,97109.93,357.00,9.20,
13606443,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.77,97108.53,357.12,9.81,
13607444,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.73,97113.11,356.72,9.88,
13608450,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97105.88,357.35,9.82,
13609451,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.66,97109.12,357.07,9.38,
13610457,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.71,97112.85,356.75,9.68,
13611458,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.70,97114.00,356.65,9.64,
13612459,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97109.02,357.08,9.70,
13613460,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.71,97110.28,356.97,9.66,
13614465,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.65,97114.75,356.58,9.32,
13615467,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.65,97112.83,356.75,9.64,
13616473,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97107.64,357.20,9.96,
13617474,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97110.39,356.96,9.81,
13618475,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97116.28,356.45,9.77,
13619476,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.67,97109.38,357.05,10.15,
13620477,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.68,97109.02,357.08,10.34,
13621481,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.64,97107.67,357.19,9.78,
13622487,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.63,97107.85,357.18,9.62,
13623488,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.64,97105.33,357.39,9.55,
13624494,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.64,97108.64,357.11,9.69,
13625496,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.63,97108.42,357.13,9.59,
13626497,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.62,97106.66,357.28,9.48,
13627498,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.62,97111.75,356.84,10.16,
13628499,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.58,97108.08,357.16,10.08,
13629502,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.59,97113.22,356.71,9.73,
13630509,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.61,97104.63,357.45,9.87,
13631510,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.62,97106.83,357.26,9.80,
13632516,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.61,97111.49,356.86,9.79,
13633517,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.54,97108.94,357.08,9.62,
13634518,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.56,97106.64,357.28,9.71,
13635520,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.57,97112.92,356.74,9.82,
13636526,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.47,97111.03,356.90,9.64,
13637527,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.39,97109.20,357.06,9.62,
13638533,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.40,97108.05,357.16,9.08,
13639535,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.35,97110.44,356.96,9.54,
13640539,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.36,97113.01,356.73,9.63,
13641543,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.30,97110.07,356.99,9.39,
13642544,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.29,97118.07,356.30,9.37,
13643546,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.30,97110.07,356.99,9.51,
13644547,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.32,97109.75,357.01,9.46,
13645548,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.28,97106.88,357.26,9.66,
13646554,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.25,97106.72,357.28,9.69,
13647555,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.24,97111.99,356.82,9.78,
13648556,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.24,97110.61,356.94,10.38,
13649561,2021,9,25,20,41,37,4.43,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.24,97106.33,357.31,9.70,
13650566,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.25,97107.13,357.24,9.65,
13651567,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.26,97106.55,357.29,9.95,
13652570,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.23,97108.42,357.13,9.83,
13653575,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.25,97106.72,357.28,10.41,
13654577,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.23,97110.36,356.96,10.04,
13655579,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.22,97111.51,356.86,9.78,
13656580,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.21,97114.03,356.65,9.71,
13657581,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.14,97110.06,356.99,9.69,
13658582,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.05,97112.89,356.74,9.66,
13659583,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97111.27,356.88,9.63,
13660590,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.06,97108.03,357.16,9.82,
13661591,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.06,97112.14,356.81,9.89,
13662592,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97108.92,357.08,9.94,
13663594,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97110.88,356.92,9.91,
13664600,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97114.58,356.60,9.75,
13665601,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.03,97109.28,357.06,9.94,
13666608,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97111.67,356.85,9.53,
13667609,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.00,97108.58,357.11,9.99,
13668610,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.01,97110.17,356.98,10.97,
13669612,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97107.47,357.21,10.37,
13670614,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.94,97107.60,357.20,10.20,
13671617,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.97,97107.73,357.19,10.43,
13672619,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.98,97107.55,357.20,10.32,
13673621,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.99,97114.63,356.59,10.91,
13674622,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.00,97108.40,357.13,10.55,
13675625,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.00,97111.72,356.84,10.66,
13676626,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.02,97110.42,356.96,10.93,
13677630,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.03,97112.02,356.82,11.20,
13678631,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.03,97110.64,356.94,11.53,
13679634,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.03,97107.33,357.22,11.15,
13680635,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.02,97112.19,356.80,10.66,
13681639,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.02,97109.46,357.04,10.72,
13682644,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.97,97107.88,357.17,10.39,
13683648,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.99,97109.14,357.07,10.46,
13684649,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97108.85,357.09,10.13,
13685652,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.99,97104.07,357.50,10.39,
13686653,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.01,97113.34,356.70,10.23,
13687657,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97108.05,357.16,9.99,
13688663,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97109.42,357.04,9.92,
13689664,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.95,97111.36,356.87,10.06,
13690665,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.94,97109.37,357.05,9.93,
13691667,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.94,97109.94,357.00,9.67,
13692668,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97106.67,357.28,9.90,
13693670,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97110.78,356.92,9.84,
13694676,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.93,97105.58,357.37,9.97,
13695678,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.87,97106.77,357.27,9.85,
13696684,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.89,97108.58,357.11,9.44,
13697685,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.87,97105.79,357.35,9.94,
13698692,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.90,97103.50,357.55,9.96,
13699693,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.91,97109.24,357.06,10.26,
13700695,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.91,97107.30,357.22,10.12,
13701697,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.90,97109.82,357.01,10.26,
13702699,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.87,97109.11,357.07,10.05,
13703702,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.80,97108.24,357.14,9.82,
13704707,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97104.44,357.47,9.92,
13705709,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97102.67,357.62,9.90,
13706710,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.82,97110.10,356.98,9.84,
13707711,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97103.86,357.52,10.04,
13708712,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.85,97105.46,357.38,10.01,
13709715,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.81,97108.07,357.16,10.06,
13710716,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97109.35,357.05,10.27,
13711720,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97104.66,357.45,10.19,
13712721,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97105.41,357.39,10.23,
13713724,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97101.13,357.76,10.60,
13714725,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.85,97109.00,357.08,10.26,
13715729,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.86,97108.42,357.13,10.69,
13716734,2021,9,25,20,41,37,4.43,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.85,97106.25,357.31,10.82,
13717739,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.82,97104.61,357.46,10.86,
13718745,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.81,97105.33,357.39,10.47,
13719748,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97103.64,357.54,10.47,
13720750,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97107.00,357.25,10.44,
13721752,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.82,97105.58,357.37,10.88,
13722754,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97102.67,357.62,10.67,
13723757,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.84,97098.38,357.99,10.33,
13724758,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.85,97111.34,356.88,10.19,
13725761,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.85,97109.00,357.08,10.07,
13726763,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97111.28,356.88,10.68,
13727765,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.80,97105.10,357.41,10.64,
13728766,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.83,97104.03,357.50,10.60,
13729770,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.86,97104.74,357.44,10.79,
13730771,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.86,97109.65,357.02,10.87,
13731774,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.88,97107.57,357.20,10.66,
13732775,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.87,97100.89,357.78,10.33,
13733779,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.87,97106.77,357.27,10.28,
13734780,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.90,97106.10,357.33,10.25,
13735783,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.92,97107.12,357.24,10.66,
13736784,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.90,97107.61,357.20,10.83,
13737787,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.90,97107.61,357.20,10.59,
13738788,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.91,97108.66,357.11,10.24,
13739792,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.92,97106.14,357.33,10.34,
13740798,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.95,97105.49,357.38,10.39,
13741801,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.96,97109.82,357.01,10.82,
13742802,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.97,97108.71,357.10,10.25,
13743806,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.98,97103.44,357.56,10.12,
13744807,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.99,97109.72,357.02,9.99,
13745809,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.00,97105.66,357.37,9.81,
13746814,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.01,97106.89,357.26,10.12,
13747817,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97109.50,357.03,10.05,
13748818,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.05,97105.64,357.37,10.02,
13749819,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.06,97108.61,357.11,10.14,
13750825,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.07,97112.37,356.79,10.68,
13751828,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.04,97100.88,357.78,10.31,
13752829,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,43.99,97106.41,357.30,10.25,
13753832,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.03,97108.71,357.10,10.24,
13754834,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.06,97104.50,357.47,10.46,
13755837,2021,9,25,20,41,37,4.46,12,0.75,342.90,112.1,3.5,47.18886184,-119.43823242,44.06,97107.64,357.20,10.31,
